match_id,date,team1,team2,venue,city,toss_winner,toss_decision,winner,match_type,outcome_result
1275053,2021-09-11,Germany,Spain,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,bat,Spain,T20,completed
1275054,2021-09-11,Germany,Spain,"Desert Springs Cricket Ground, Almeria",Almeria,Spain,field,Spain,T20,completed
1275268,2021-09-03,Romania,Czech Republic,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,bat,Romania,T20,completed
1275269,2021-09-02,Luxembourg,Bulgaria,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Bulgaria,field,Luxembourg,T20,completed
1275270,2021-09-02,Hungary,Czech Republic,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Czech Republic,field,Hungary,T20,completed
1275271,2021-09-03,Bulgaria,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Bulgaria,bat,Malta,T20,completed
1275272,2021-09-03,Romania,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,bat,Romania,T20,completed
1275274,2021-09-04,Luxembourg,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Hungary,field,Luxembourg,T20,completed
1275275,2021-09-04,Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,field,Romania,T20,completed
1275276,2021-09-05,Malta,Hungary,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Hungary,field,Hungary,T20,completed
1275277,2021-09-05,Romania,Luxembourg,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,bat,Romania,T20,completed
1276904,2022-07-07,India,England,"The Rose Bowl, Southampton",Southampton,India,bat,India,T20,completed
1276905,2022-07-09,India,England,"Edgbaston, Birmingham",Birmingham,England,field,India,T20,completed
1276906,2022-07-10,England,India,"Trent Bridge, Nottingham",Nottingham,England,bat,England,T20,completed
1276913,2022-07-27,England,South Africa,"County Ground, Bristol",Bristol,South Africa,field,England,T20,completed
1276914,2022-07-28,South Africa,England,"Sophia Gardens, Cardiff",Cardiff,England,field,South Africa,T20,completed
1276915,2022-07-31,South Africa,England,"The Rose Bowl, Southampton",Southampton,England,field,South Africa,T20,completed
1277974,2021-11-19,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Pakistan,T20,completed
1277975,2021-11-20,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Pakistan,T20,completed
1277976,2021-11-22,Bangladesh,Pakistan,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Pakistan,T20,completed
1278671,2021-11-17,New Zealand,India,"Sawai Mansingh Stadium, Jaipur",Jaipur,India,field,India,T20,completed
1278672,2021-11-19,New Zealand,India,"JSCA International Stadium Complex, Ranchi",Ranchi,India,field,India,T20,completed
1278673,2021-11-21,India,New Zealand,"Eden Gardens, Kolkata",Kolkata,India,bat,India,T20,completed
1278679,2022-02-16,West Indies,India,"Eden Gardens, Kolkata",Kolkata,India,field,India,T20,completed
1278680,2022-02-18,India,West Indies,"Eden Gardens, Kolkata",Kolkata,West Indies,field,India,T20,completed
1278681,2022-02-20,India,West Indies,"Eden Gardens, Kolkata",Kolkata,West Indies,field,India,T20,completed
1278684,2022-02-24,India,Sri Lanka,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Sri Lanka,field,India,T20,completed
1278685,2022-02-26,Sri Lanka,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,India,field,India,T20,completed
1278686,2022-02-27,Sri Lanka,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Sri Lanka,bat,India,T20,completed
1278687,2022-06-09,India,South Africa,"Arun Jaitley Stadium, Delhi",Delhi,South Africa,field,South Africa,T20,completed
1278688,2022-06-12,India,South Africa,"Barabati Stadium, Cuttack",Cuttack,South Africa,field,South Africa,T20,completed
1278689,2022-06-14,India,South Africa,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,South Africa,field,India,T20,completed
1278690,2022-06-17,India,South Africa,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,South Africa,field,India,T20,completed
1279379,2021-10-05,Estonia,Cyprus,Happy Valley Ground,Episkopi,Cyprus,field,Cyprus,T20,completed
1279380,2021-10-05,Estonia,Cyprus,Happy Valley Ground,Episkopi,Estonia,bat,Cyprus,T20,completed
1279381,2021-10-06,Cyprus,Isle of Man,Happy Valley Ground,Episkopi,Cyprus,bat,Isle of Man,T20,completed
1279382,2021-10-06,Estonia,Isle of Man,Happy Valley Ground,Episkopi,Estonia,bat,Isle of Man,T20,completed
1279383,2021-10-07,Cyprus,Isle of Man,Happy Valley Ground,Episkopi,Isle of Man,field,Isle of Man,T20,completed
1279385,2021-10-08,Cyprus,Estonia,Happy Valley Ground,Episkopi,Cyprus,bat,Cyprus,T20,completed
1279386,2021-10-08,Estonia,Isle of Man,Happy Valley Ground,Episkopi,Isle of Man,field,Isle of Man,T20,completed
1280058,2021-10-09,Scotland,Namibia,"ICC Academy, Dubai",Dubai,Namibia,field,Namibia,T20,completed
1280059,2021-10-10,Namibia,Papua New Guinea,"ICC Academy, Dubai",Dubai,Papua New Guinea,field,Namibia,T20,completed
1280060,2021-10-07,United Arab Emirates,Ireland,"ICC Academy, Dubai",Dubai,United Arab Emirates,bat,Ireland,T20,completed
1280061,2021-10-08,United Arab Emirates,Ireland,"ICC Academy, Dubai",Dubai,Ireland,field,United Arab Emirates,T20,completed
1280062,2021-10-10,Ireland,United Arab Emirates,"ICC Academy, Dubai",Dubai,United Arab Emirates,field,United Arab Emirates,T20,completed
1280063,2021-10-08,Papua New Guinea,Scotland,"ICC Academy, Dubai",Dubai,Papua New Guinea,bat,Scotland,T20,completed
1282272,2021-10-21,Malta,Gibraltar,Marsa Sports Club,Marsa,Malta,bat,Malta,T20,completed
1282273,2021-10-22,Gibraltar,Switzerland,Marsa Sports Club,Marsa,Gibraltar,bat,Switzerland,T20,completed
1282275,2021-10-22,Bulgaria,Switzerland,Marsa Sports Club,Marsa,Bulgaria,bat,Switzerland,T20,completed
1282276,2021-10-23,Switzerland,Malta,Marsa Sports Club,Marsa,Switzerland,bat,Switzerland,T20,completed
1282278,2021-10-24,Gibraltar,Bulgaria,Marsa Sports Club,Marsa,Gibraltar,bat,Bulgaria,T20,completed
1282279,2021-10-24,Malta,Switzerland,Marsa Sports Club,Marsa,Malta,bat,Malta,T20,completed
1282738,2021-10-15,Jersey,Germany,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,field,Jersey,T20,completed
1282739,2021-10-15,Denmark,Italy,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,bat,Italy,T20,completed
1282740,2021-10-16,Denmark,Germany,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,bat,Germany,T20,completed
1282741,2021-10-16,Jersey,Italy,"Desert Springs Cricket Ground, Almeria",Almeria,Jersey,bat,Jersey,T20,completed
1282742,2021-10-17,Jersey,Denmark,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,field,Jersey,T20,completed
1282743,2021-10-17,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Almeria,Italy,bat,Germany,T20,completed
1282744,2021-10-19,Italy,Denmark,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,field,Italy,T20,completed
1282745,2021-10-19,Germany,Jersey,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,bat,Jersey,T20,completed
1282746,2021-10-20,Italy,Jersey,"Desert Springs Cricket Ground, Almeria",Almeria,Jersey,field,Jersey,T20,completed
1282747,2021-10-20,Germany,Denmark,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,field,Germany,T20,completed
1282748,2021-10-21,Italy,Germany,"Desert Springs Cricket Ground, Almeria",Almeria,Germany,field,Italy,T20,completed
1282749,2021-10-21,Denmark,Jersey,"Desert Springs Cricket Ground, Almeria",Almeria,Denmark,bat,Jersey,T20,completed
1283021,2021-10-16,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Ghana,field,Ghana,T20,completed
1283023,2021-10-16,Seychelles,Ghana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Seychelles,bat,Ghana,T20,completed
1283024,2021-10-16,Malawi,Uganda,Integrated Polytechnic Regional Centre,Kigali City,Malawi,bat,Uganda,T20,completed
1283025,2021-10-17,Lesotho,Seychelles,Gahanga International Cricket Stadium. Rwanda,Kigali City,Seychelles,field,Seychelles,T20,completed
1283026,2021-10-17,Swaziland,Malawi,Integrated Polytechnic Regional Centre,Kigali City,Malawi,field,Malawi,T20,completed
1283028,2021-10-17,Uganda,Rwanda,Integrated Polytechnic Regional Centre,Kigali City,Uganda,bat,Uganda,T20,completed
1283029,2021-10-19,Malawi,Ghana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Ghana,field,Ghana,T20,completed
1283030,2021-10-19,Lesotho,Uganda,Integrated Polytechnic Regional Centre,Kigali City,Lesotho,bat,Uganda,T20,completed
1283032,2021-10-19,Swaziland,Uganda,Integrated Polytechnic Regional Centre,Kigali City,Swaziland,bat,Uganda,T20,completed
1283033,2021-10-20,Malawi,Seychelles,Gahanga International Cricket Stadium. Rwanda,Kigali City,Malawi,bat,Malawi,T20,completed
1283034,2021-10-20,Swaziland,Ghana,Integrated Polytechnic Regional Centre,Kigali City,Ghana,field,Ghana,T20,completed
1283035,2021-10-20,Swaziland,Seychelles,Gahanga International Cricket Stadium. Rwanda,Kigali City,Swaziland,bat,Seychelles,T20,completed
1283036,2021-10-20,Rwanda,Lesotho,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,bat,Rwanda,T20,completed
1283037,2021-10-21,Uganda,Ghana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Ghana,field,Uganda,T20,completed
1283038,2021-10-22,Swaziland,Rwanda,Gahanga International Cricket Stadium. Rwanda,Kigali City,Swaziland,bat,Rwanda,T20,completed
1283040,2021-10-22,Malawi,Rwanda,Gahanga International Cricket Stadium. Rwanda,Kigali City,Malawi,bat,Malawi,T20,completed
1283041,2021-10-22,Uganda,Seychelles,Integrated Polytechnic Regional Centre,Kigali City,Uganda,bat,Uganda,T20,completed
1283042,2021-11-02,Botswana,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Kigali City,Botswana,bat,Botswana,T20,completed
1283043,2021-11-02,Tanzania,Mozambique,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,Tanzania,T20,completed
1283044,2021-11-03,Mozambique,Cameroon,Gahanga International Cricket Stadium. Rwanda,Kigali City,Cameroon,field,Mozambique,T20,completed
1283045,2021-11-03,Sierra Leone,Tanzania,Gahanga International Cricket Stadium. Rwanda,Kigali City,Sierra Leone,bat,Tanzania,T20,completed
1283046,2021-11-05,Cameroon,Botswana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Cameroon,bat,Botswana,T20,completed
1283047,2021-11-05,Mozambique,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Kigali City,Mozambique,bat,Sierra Leone,T20,completed
1283048,2021-11-06,Botswana,Mozambique,Gahanga International Cricket Stadium. Rwanda,Kigali City,Botswana,bat,Botswana,T20,completed
1283049,2021-11-06,Tanzania,Cameroon,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,Tanzania,T20,completed
1283050,2021-11-07,Cameroon,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Kigali City,Cameroon,bat,Sierra Leone,T20,completed
1283051,2021-11-07,Tanzania,Botswana,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,Tanzania,T20,completed
1283089,2021-10-19,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Lagos,Sierra Leone,field,Sierra Leone,T20,completed
1283091,2021-10-21,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Lagos,Sierra Leone,field,Nigeria,T20,completed
1283092,2021-10-23,Sierra Leone,Nigeria,University of Lagos Cricket Oval,Lagos,Sierra Leone,bat,Nigeria,T20,completed
1283093,2021-10-24,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Lagos,Nigeria,bat,Nigeria,T20,completed
1283094,2021-10-26,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Lagos,Nigeria,bat,Nigeria,T20,completed
1284489,2021-10-23,Maldives,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Doha,Maldives,bat,Saudi Arabia,T20,completed
1284490,2021-10-24,Bahrain,Kuwait,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,field,Kuwait,T20,completed
1284491,2021-10-24,Qatar,Maldives,"West End Park International Cricket Stadium, Doha",Doha,Maldives,field,Qatar,T20,completed
1284493,2021-10-27,Maldives,Bahrain,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,field,Bahrain,T20,completed
1284495,2021-10-28,Maldives,Kuwait,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,field,Kuwait,T20,completed
1284496,2021-10-28,Bahrain,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Doha,Saudi Arabia,field,Bahrain,T20,completed
1284497,2021-10-29,Kuwait,Qatar,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,bat,Qatar,T20,completed
1286667,2021-11-07,Belize,United States of America,"Coolidge Cricket Ground, Antigua",Coolidge,United States of America,field,United States of America,T20,completed
1286670,2021-11-08,Canada,Belize,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,bat,Canada,T20,completed
1286671,2021-11-08,Bahamas,Argentina,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Bahamas,bat,Bahamas,T20,completed
1286672,2021-11-08,Belize,Panama,"Coolidge Cricket Ground, Antigua",Coolidge,Belize,bat,Belize,T20,completed
1286673,2021-11-08,United States of America,Bermuda,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,United States of America,bat,United States of America,T20,completed
1286675,2021-11-10,Argentina,Belize,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,Argentina,T20,completed
1286677,2021-11-10,Bermuda,Bahamas,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,field,Bermuda,T20,completed
1286681,2021-11-11,Argentina,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,United States of America,T20,completed
1286682,2021-11-13,Bahamas,United States of America,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,bat,United States of America,T20,completed
1286683,2021-11-13,Belize,Bermuda,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Belize,bat,Bermuda,T20,completed
1286684,2021-11-13,Panama,Bahamas,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,field,Panama,T20,completed
1286685,2021-11-13,Argentina,Canada,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,Canada,T20,completed
1286686,2021-11-14,Canada,Panama,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,bat,Canada,T20,completed
1287773,2021-12-13,Pakistan,West Indies,"National Stadium, Karachi",Karachi,West Indies,field,Pakistan,T20,completed
1287774,2021-12-14,Pakistan,West Indies,"National Stadium, Karachi",Karachi,Pakistan,bat,Pakistan,T20,completed
1287775,2021-12-16,West Indies,Pakistan,"National Stadium, Karachi",Karachi,West Indies,bat,Pakistan,T20,completed
1288316,2022-04-05,Pakistan,Australia,"Gaddafi Stadium, Lahore",Lahore,Australia,field,Australia,T20,completed
1289042,2021-11-17,Nigeria,Tanzania,Gahanga International Cricket Stadium. Rwanda,Kigali City,Nigeria,bat,Tanzania,T20,completed
1289043,2021-11-17,Kenya,Uganda,Integrated Polytechnic Regional Centre,Kigali City,Kenya,bat,Kenya,T20,completed
1289044,2021-11-17,Uganda,Nigeria,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,bat,Uganda,T20,completed
1289045,2021-11-17,Tanzania,Kenya,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,bat,Tanzania,T20,completed
1289046,2021-11-18,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,Uganda,T20,completed
1289047,2021-11-18,Nigeria,Kenya,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,bat,Kenya,T20,completed
1289048,2021-11-18,Tanzania,Kenya,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,Kenya,T20,completed
1289049,2021-11-18,Nigeria,Uganda,Integrated Polytechnic Regional Centre,Kigali City,Uganda,field,Uganda,T20,completed
1289050,2021-11-20,Tanzania,Uganda,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,field,Uganda,T20,completed
1289051,2021-11-20,Kenya,Nigeria,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,field,Kenya,T20,completed
1289052,2021-11-20,Kenya,Uganda,Gahanga International Cricket Stadium. Rwanda,Kigali City,Kenya,bat,Uganda,T20,completed
1289053,2021-11-20,Tanzania,Nigeria,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,bat,Tanzania,T20,completed
1291187,2021-12-22,United States of America,Ireland,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,bat,United States of America,T20,completed
1291188,2021-12-23,Ireland,United States of America,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,field,Ireland,T20,completed
1298135,2022-10-16,Namibia,Sri Lanka,"GMHBA Stadium, South Geelong, Victoria",Geelong,Sri Lanka,field,Namibia,T20,completed
1298136,2022-10-16,United Arab Emirates,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,bat,Netherlands,T20,completed
1298137,2022-10-17,Scotland,West Indies,"Bellerive Oval, Hobart",Hobart,West Indies,field,Scotland,T20,completed
1298138,2022-10-17,Zimbabwe,Ireland,"Bellerive Oval, Hobart",Hobart,Ireland,field,Zimbabwe,T20,completed
1298139,2022-10-18,Namibia,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Geelong,Namibia,bat,Netherlands,T20,completed
1298140,2022-10-18,Sri Lanka,United Arab Emirates,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,field,Sri Lanka,T20,completed
1298141,2022-10-19,Scotland,Ireland,"Bellerive Oval, Hobart",Hobart,Scotland,bat,Ireland,T20,completed
1298142,2022-10-19,West Indies,Zimbabwe,"Bellerive Oval, Hobart",Hobart,West Indies,bat,West Indies,T20,completed
1298143,2022-10-20,Sri Lanka,Netherlands,"GMHBA Stadium, South Geelong, Victoria",Geelong,Sri Lanka,bat,Sri Lanka,T20,completed
1298144,2022-10-20,United Arab Emirates,Namibia,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,bat,United Arab Emirates,T20,completed
1298145,2022-10-21,West Indies,Ireland,"Bellerive Oval, Hobart",Hobart,West Indies,bat,Ireland,T20,completed
1298146,2022-10-21,Scotland,Zimbabwe,"Bellerive Oval, Hobart",Hobart,Scotland,bat,Zimbabwe,T20,completed
1298147,2022-10-22,New Zealand,Australia,Sydney Cricket Ground,Sydney,Australia,field,New Zealand,T20,completed
1298149,2022-10-23,Ireland,Sri Lanka,"Bellerive Oval, Hobart",Hobart,Ireland,bat,Sri Lanka,T20,completed
1298150,2022-10-23,Pakistan,India,Melbourne Cricket Ground,Melbourne,India,field,India,T20,completed
1298151,2022-10-24,Bangladesh,Netherlands,"Bellerive Oval, Hobart",Hobart,Netherlands,field,Bangladesh,T20,completed
1298153,2022-10-25,Sri Lanka,Australia,Perth Stadium,Perth,Australia,field,Australia,T20,completed
1298154,2022-10-26,Ireland,England,Melbourne Cricket Ground,Melbourne,England,field,Ireland,T20,completed
1298156,2022-10-27,South Africa,Bangladesh,Sydney Cricket Ground,Sydney,South Africa,bat,South Africa,T20,completed
1298157,2022-10-27,India,Netherlands,Sydney Cricket Ground,Sydney,India,bat,India,T20,completed
1298158,2022-10-27,Zimbabwe,Pakistan,Perth Stadium,Perth,Zimbabwe,bat,Zimbabwe,T20,completed
1298161,2022-10-29,New Zealand,Sri Lanka,Sydney Cricket Ground,Sydney,New Zealand,bat,New Zealand,T20,completed
1298162,2022-10-30,Bangladesh,Zimbabwe,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Bangladesh,bat,Bangladesh,T20,completed
1298163,2022-10-30,Netherlands,Pakistan,Perth Stadium,Perth,Netherlands,bat,Pakistan,T20,completed
1298164,2022-10-30,India,South Africa,Perth Stadium,Perth,India,bat,South Africa,T20,completed
1298165,2022-10-31,Australia,Ireland,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Ireland,field,Australia,T20,completed
1298167,2022-11-01,England,New Zealand,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,England,bat,England,T20,completed
1298168,2022-11-02,Zimbabwe,Netherlands,Adelaide Oval,Adelaide,Zimbabwe,bat,Netherlands,T20,completed
1298169,2022-11-02,India,Bangladesh,Adelaide Oval,Adelaide,Bangladesh,field,India,T20,completed
1298170,2022-11-03,Pakistan,South Africa,Sydney Cricket Ground,Sydney,Pakistan,bat,Pakistan,T20,completed
1298171,2022-11-04,New Zealand,Ireland,Adelaide Oval,Adelaide,Ireland,field,New Zealand,T20,completed
1298173,2022-11-05,Sri Lanka,England,Sydney Cricket Ground,Sydney,Sri Lanka,bat,England,T20,completed
1298174,2022-11-06,Netherlands,South Africa,Adelaide Oval,Adelaide,South Africa,field,Netherlands,T20,completed
1298175,2022-11-06,Bangladesh,Pakistan,Adelaide Oval,Adelaide,Bangladesh,bat,Pakistan,T20,completed
1298176,2022-11-06,India,Zimbabwe,Melbourne Cricket Ground,Melbourne,India,bat,India,T20,completed
1298177,2022-11-09,New Zealand,Pakistan,Sydney Cricket Ground,Sydney,New Zealand,bat,Pakistan,T20,completed
1298178,2022-11-10,India,England,Adelaide Oval,Adelaide,England,field,England,T20,completed
1298179,2022-11-13,Pakistan,England,Melbourne Cricket Ground,Melbourne,England,field,England,T20,completed
1299566,2022-02-18,Nepal,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Nepal,T20,completed
1299567,2022-02-18,Canada,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,field,Canada,T20,completed
1299568,2022-02-18,United Arab Emirates,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,United Arab Emirates,T20,completed
1299569,2022-02-18,Germany,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,field,Bahrain,T20,completed
1299570,2022-02-19,Canada,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Oman,T20,completed
1299571,2022-02-19,Nepal,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,field,Nepal,T20,completed
1299572,2022-02-19,United Arab Emirates,Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,United Arab Emirates,T20,completed
1299573,2022-02-19,Ireland,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Ireland,bat,Ireland,T20,completed
1299574,2022-02-21,Germany,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,Ireland,T20,completed
1299575,2022-02-21,Bahrain,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,bat,Bahrain,T20,completed
1299576,2022-02-21,Canada,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Canada,bat,Nepal,T20,completed
1299577,2022-02-21,Philippines,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,bat,Oman,T20,completed
1299578,2022-02-22,Germany,Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Canada,field,Canada,T20,completed
1299579,2022-02-22,Bahrain,Philippines,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,bat,Bahrain,T20,completed
1299580,2022-02-22,United Arab Emirates,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,United Arab Emirates,T20,completed
1299581,2022-02-22,Ireland,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,field,Ireland,T20,completed
1299582,2022-02-24,Bahrain,Canada,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bahrain,bat,Canada,T20,completed
1299583,2022-02-24,Philippines,Germany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Germany,field,Germany,T20,completed
1299584,2022-02-24,Oman,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,bat,Nepal,T20,completed
1299585,2022-02-24,Ireland,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,bat,United Arab Emirates,T20,completed
1299592,2022-02-13,United Arab Emirates,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,United Arab Emirates,T20,completed
1299593,2022-02-11,Oman,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,field,Nepal,T20,completed
1299594,2022-02-12,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,Ireland,T20,completed
1299595,2022-02-14,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Oman,T20,completed
1299596,2022-02-14,Ireland,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,field,Ireland,T20,completed
1299638,2022-02-12,United Arab Emirates,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Nepal,field,United Arab Emirates,T20,completed
1303307,2022-06-26,Ireland,India,"The Village, Malahide, Dublin",Dublin,India,field,India,T20,completed
1303308,2022-06-28,India,Ireland,"The Village, Malahide, Dublin",Dublin,India,bat,India,T20,completed
1303312,2022-07-18,New Zealand,Ireland,"Civil Service Cricket Club, Stormont, Belfast",Belfast,Ireland,field,New Zealand,T20,completed
1303313,2022-07-20,New Zealand,Ireland,"Civil Service Cricket Club, Stormont, Belfast",Belfast,Ireland,field,New Zealand,T20,completed
1303314,2022-07-22,Ireland,New Zealand,"Civil Service Cricket Club, Stormont, Belfast",Belfast,Ireland,bat,New Zealand,T20,completed
1303315,2022-08-03,South Africa,Ireland,"County Ground, Bristol",Bristol,South Africa,bat,South Africa,T20,completed
1303316,2022-08-05,South Africa,Ireland,"County Ground, Bristol",Bristol,Ireland,field,South Africa,T20,completed
1305498,2022-03-28,Nepal,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,field,Nepal,T20,completed
1305499,2022-03-29,Malaysia,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Malaysia,bat,Malaysia,T20,completed
1305500,2022-03-30,Malaysia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Malaysia,bat,Nepal,T20,completed
1305501,2022-03-31,Nepal,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,field,Nepal,T20,completed
1305502,2022-04-01,Malaysia,Papua New Guinea,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,field,Papua New Guinea,T20,completed
