match_id,date,team1,team2,venue,city,toss_winner,toss_decision,winner,match_type,outcome_result
1001349,2017-02-17,Australia,Sri Lanka,Melbourne Cricket Ground,Melbourne Cricket Ground,Sri Lanka,field,Sri Lanka,T20,completed
1001351,2017-02-19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",Victoria,Sri Lanka,field,Sri Lanka,T20,completed
1001353,2017-02-22,Australia,Sri Lanka,Adelaide Oval,Adelaide Oval,Sri Lanka,field,Australia,T20,completed
1004729,2016-09-05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",Londonderry,Hong Kong,bat,Hong Kong,T20,completed
1007655,2016-06-18,Zimbabwe,India,Harare Sports Club,Harare Sports Club,India,field,Zimbabwe,T20,completed
1007657,2016-06-20,Zimbabwe,India,Harare Sports Club,Harare Sports Club,Zimbabwe,bat,India,T20,completed
1007659,2016-06-22,Zimbabwe,India,Harare Sports Club,Harare Sports Club,Zimbabwe,field,India,T20,completed
1019979,2017-01-03,New Zealand,Bangladesh,McLean Park,Napier,Bangladesh,bat,New Zealand,T20,completed
1019981,2017-01-06,New Zealand,Bangladesh,Bay Oval,Mount Maunganui,Bangladesh,field,New Zealand,T20,completed
1019983,2017-01-08,New Zealand,Bangladesh,Bay Oval,Mount Maunganui,Bangladesh,field,New Zealand,T20,completed
1020029,2017-02-17,New Zealand,South Africa,Eden Park,Auckland,New Zealand,field,South Africa,T20,completed
1031431,2017-06-21,England,South Africa,The Rose Bowl,Southampton,South Africa,bat,England,T20,completed
1031433,2017-06-23,England,South Africa,County Ground,Taunton,England,field,South Africa,T20,completed
1031435,2017-06-25,England,South Africa,Sophia Gardens,Cardiff,South Africa,field,England,T20,completed
1031665,2017-09-16,West Indies,England,Riverside Ground,Chester-le-Street,England,field,West Indies,T20,completed
1034825,2017-01-26,India,England,Green Park,Kanpur,England,field,England,T20,completed
1034827,2017-01-29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,field,India,T20,completed
1034829,2017-02-01,India,England,M Chinnaswamy Stadium,Bangalore,England,field,India,T20,completed
1041615,2016-08-27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,West Indies,T20,completed
1050217,2016-09-23,Pakistan,West Indies,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Pakistan,field,Pakistan,T20,completed
1050219,2016-09-24,Pakistan,West Indies,Dubai International Cricket Stadium,Dubai International Cricket Stadium,West Indies,field,Pakistan,T20,completed
1050221,2016-09-27,Pakistan,West Indies,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,T20,completed
1072316,2018-02-03,New Zealand,Australia,Sydney Cricket Ground,Sydney Cricket Ground,Australia,field,Australia,T20,completed
1072317,2018-02-07,England,Australia,Bellerive Oval,Hobart,Australia,field,Australia,T20,completed
1072318,2018-02-10,England,Australia,Melbourne Cricket Ground,Melbourne Cricket Ground,Australia,field,Australia,T20,completed
1072319,2018-02-13,New Zealand,England,Westpac Stadium,Wellington,England,field,New Zealand,T20,completed
1072320,2018-02-16,New Zealand,Australia,Eden Park,Auckland,New Zealand,bat,Australia,T20,completed
1072321,2018-02-18,England,New Zealand,Seddon Park,Hamilton,New Zealand,field,England,T20,completed
1072322,2018-02-21,New Zealand,Australia,Eden Park,Auckland,New Zealand,bat,Australia,T20,completed
1074957,2017-01-14,Hong Kong,Scotland,Sheikh Zayed Stadium,Abu Dhabi,Scotland,bat,Scotland,T20,completed
1074959,2017-01-15,Netherlands,Oman,Sheikh Zayed Stadium,Abu Dhabi,Oman,bat,Netherlands,T20,completed
1074961,2017-01-16,Hong Kong,Oman,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,Oman,T20,completed
1074964,2017-01-17,Netherlands,Scotland,Sheikh Zayed Stadium,Abu Dhabi,Netherlands,field,Scotland,T20,completed
1074965,2017-01-18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Ireland,bat,Ireland,T20,completed
1074966,2017-01-18,Hong Kong,Netherlands,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Hong Kong,bat,Hong Kong,T20,completed
1074968,2017-01-19,Oman,Scotland,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Oman,bat,Scotland,T20,completed
1074970,2017-01-20,Ireland,Scotland,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Scotland,field,Ireland,T20,completed
1075507,2017-10-26,South Africa,Bangladesh,Mangaung Oval,Bloemfontein,South Africa,bat,South Africa,T20,completed
1075508,2017-10-29,South Africa,Bangladesh,Senwes Park,Potchefstroom,Bangladesh,field,South Africa,T20,completed
1077947,2017-03-26,West Indies,Pakistan,"Kensington Oval, Bridgetown",Barbados,Pakistan,field,Pakistan,T20,completed
1077948,2017-03-30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,Pakistan,T20,completed
1083449,2017-04-04,Sri Lanka,Bangladesh,R Premadasa Stadium,Colombo,Bangladesh,bat,Sri Lanka,T20,completed
1083450,2017-04-06,Sri Lanka,Bangladesh,R Premadasa Stadium,Colombo,Bangladesh,bat,Bangladesh,T20,completed
1085495,2017-04-01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,bat,West Indies,T20,completed
1085496,2017-04-02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,field,Pakistan,T20,completed
1089202,2017-04-12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,field,United Arab Emirates,T20,completed
1089203,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,field,United Arab Emirates,T20,completed
1089243,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,bat,United Arab Emirates,T20,completed
1098211,2017-07-09,West Indies,India,"Sabina Park, Kingston",Jamaica,West Indies,field,West Indies,T20,completed
1109610,2017-09-06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,T20,completed
1115798,2017-12-29,New Zealand,West Indies,Saxton Oval,Nelson,West Indies,field,New Zealand,T20,completed
1115800,2018-01-03,New Zealand,West Indies,Bay Oval,Mount Maunganui,New Zealand,bat,New Zealand,T20,completed
1115807,2018-01-22,Pakistan,New Zealand,Westpac Stadium,Wellington,New Zealand,field,New Zealand,T20,completed
1115808,2018-01-25,Pakistan,New Zealand,Eden Park,Auckland,Pakistan,bat,Pakistan,T20,completed
1115809,2018-01-28,Pakistan,New Zealand,Bay Oval,Mount Maunganui,Pakistan,bat,Pakistan,T20,completed
1117821,2017-09-12,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,ICC World XI,field,Pakistan,T20,completed
1117822,2017-09-13,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,Pakistan,bat,ICC World XI,T20,completed
1117824,2017-09-15,Pakistan,ICC World XI,Gaddafi Stadium,Lahore,ICC World XI,field,Pakistan,T20,completed
1119501,2017-10-07,Australia,India,JSCA International Stadium Complex,Ranchi,India,field,India,T20,completed
1119502,2017-10-10,India,Australia,Barsapara Cricket Stadium,Guwahati,Australia,field,Australia,T20,completed
1119542,2018-06-27,England,Australia,Edgbaston,Birmingham,Australia,field,England,T20,completed
1119543,2018-07-03,England,India,Old Trafford,Manchester,India,field,India,T20,completed
1119544,2018-07-06,India,England,Sophia Gardens,Cardiff,England,field,England,T20,completed
1119545,2018-07-08,England,India,County Ground,Bristol,India,field,India,T20,completed
1120093,2017-11-01,India,New Zealand,Arun Jaitley Stadium,Delhi,New Zealand,field,India,T20,completed
1120094,2017-11-04,New Zealand,India,Saurashtra Cricket Association Stadium,Rajkot,New Zealand,bat,New Zealand,T20,completed
1120095,2017-11-07,India,New Zealand,Greenfield International Stadium,Thiruvananthapuram,New Zealand,field,India,T20,completed
1120291,2017-10-26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,T20,completed
1120292,2017-10-27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Pakistan,T20,completed
1120293,2017-10-29,Pakistan,Sri Lanka,Gaddafi Stadium,Lahore,Sri Lanka,field,Pakistan,T20,completed
1122285,2018-02-18,India,South Africa,The Wanderers Stadium,Johannesburg,South Africa,field,India,T20,completed
1122286,2018-02-21,India,South Africa,SuperSport Park,Centurion,South Africa,field,South Africa,T20,completed
1122287,2018-02-24,India,South Africa,Newlands,Cape Town,South Africa,field,India,T20,completed
1122729,2017-12-20,India,Sri Lanka,Barabati Stadium,Cuttack,Sri Lanka,field,India,T20,completed
1122730,2017-12-22,India,Sri Lanka,Holkar Cricket Stadium,Indore,Sri Lanka,field,India,T20,completed
1122731,2017-12-24,Sri Lanka,India,Wankhede Stadium,Mumbai,India,field,India,T20,completed
1127300,2018-06-12,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Pakistan,T20,completed
1127301,2018-06-13,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Pakistan,T20,completed
1130746,2018-02-15,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,Sri Lanka,T20,completed
1130747,2018-02-18,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Sylhet International Cricket Stadium,Bangladesh,field,Sri Lanka,T20,completed
1133817,2018-03-06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,Sri Lanka,T20,completed
1133818,2018-03-08,Bangladesh,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,T20,completed
1133819,2018-03-10,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Bangladesh,T20,completed
1133820,2018-03-12,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,T20,completed
1133821,2018-03-14,India,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,India,T20,completed
1133822,2018-03-16,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Bangladesh,T20,completed
1133823,2018-03-18,Bangladesh,India,"R.Premadasa Stadium, Khettarama",Colombo,India,field,India,T20,completed
1140069,2018-04-01,Pakistan,West Indies,National Stadium,Karachi,West Indies,field,Pakistan,T20,completed
1140070,2018-04-02,Pakistan,West Indies,National Stadium,Karachi,Pakistan,bat,Pakistan,T20,completed
1140071,2018-04-03,West Indies,Pakistan,National Stadium,Karachi,West Indies,bat,Pakistan,T20,completed
1140384,2018-10-27,England,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,England,T20,completed
1140992,2018-06-27,India,Ireland,"The Village, Malahide",Dublin,Ireland,field,India,T20,completed
1140993,2018-06-29,India,Ireland,"The Village, Malahide",Dublin,Ireland,field,India,T20,completed
1141232,2018-05-31,West Indies,ICC World XI,Lord's,London,ICC World XI,field,West Indies,T20,completed
1142501,2018-06-12,Netherlands,Ireland,Hazelaarweg,Rotterdam,Ireland,field,Netherlands,T20,completed
1142502,2018-06-13,Ireland,Netherlands,Hazelaarweg,Rotterdam,Ireland,bat,Netherlands,T20,completed
1142503,2018-06-16,Ireland,Scotland,Sportpark Het Schootsveld,Deventer,Ireland,bat,Ireland,T20,completed
1142505,2018-06-19,Netherlands,Scotland,VRA Ground,Amstelveen,Netherlands,bat,Scotland,T20,completed
1142506,2018-06-20,Scotland,Netherlands,VRA Ground,Amstelveen,Scotland,bat,Scotland,T20,completed
1142589,2018-08-14,South Africa,Sri Lanka,"R.Premadasa Stadium, Khettarama",Colombo,South Africa,bat,Sri Lanka,T20,completed
1142913,2018-07-01,Pakistan,Zimbabwe,Harare Sports Club,Harare Sports Club,Zimbabwe,field,Pakistan,T20,completed
1142914,2018-07-02,Pakistan,Australia,Harare Sports Club,Harare Sports Club,Australia,field,Australia,T20,completed
1142915,2018-07-03,Australia,Zimbabwe,Harare Sports Club,Harare Sports Club,Zimbabwe,field,Australia,T20,completed
1142916,2018-07-04,Zimbabwe,Pakistan,Harare Sports Club,Harare Sports Club,Pakistan,field,Pakistan,T20,completed
1142917,2018-07-05,Pakistan,Australia,Harare Sports Club,Harare Sports Club,Australia,field,Pakistan,T20,completed
1142918,2018-07-06,Zimbabwe,Australia,Harare Sports Club,Harare Sports Club,Zimbabwe,bat,Australia,T20,completed
1142919,2018-07-08,Australia,Pakistan,Harare Sports Club,Harare Sports Club,Australia,bat,Pakistan,T20,completed
1144149,2018-10-09,South Africa,Zimbabwe,Buffalo Park,East London,South Africa,bat,South Africa,T20,completed
1144150,2018-10-12,Zimbabwe,South Africa,Senwes Park,Potchefstroom,Zimbabwe,bat,South Africa,T20,completed
1144161,2019-02-01,South Africa,Pakistan,Newlands,Cape Town,Pakistan,field,South Africa,T20,completed
1144162,2019-02-03,South Africa,Pakistan,The Wanderers Stadium,Johannesburg,Pakistan,field,South Africa,T20,completed
1144163,2019-02-06,South Africa,Pakistan,SuperSport Park,Centurion,South Africa,field,Pakistan,T20,completed
1144173,2019-03-22,South Africa,Sri Lanka,SuperSport Park,Centurion,Sri Lanka,field,South Africa,T20,completed
1144174,2019-03-24,South Africa,Sri Lanka,The Wanderers Stadium,Johannesburg,Sri Lanka,field,South Africa,T20,completed
1144989,2018-11-17,South Africa,Australia,Carrara Oval,Carrara Oval,Australia,field,South Africa,T20,completed
1144990,2018-11-21,Australia,India,"Brisbane Cricket Ground, Woolloongabba",Brisbane,India,field,Australia,T20,completed
1144992,2018-11-25,Australia,India,Sydney Cricket Ground,Sydney Cricket Ground,Australia,bat,India,T20,completed
1146723,2018-07-31,Bangladesh,West Indies,"Warner Park, Basseterre",St Kitts,West Indies,field,West Indies,T20,completed
1146724,2018-08-04,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,West Indies,field,Bangladesh,T20,completed
1146725,2018-08-05,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Bangladesh,bat,Bangladesh,T20,completed
1152840,2019-05-05,England,Pakistan,Sophia Gardens,Cardiff,Pakistan,bat,England,T20,completed
1153317,2018-12-17,Bangladesh,West Indies,Sylhet International Cricket Stadium,Sylhet,Bangladesh,bat,West Indies,T20,completed
1153318,2018-12-20,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",Dhaka,West Indies,field,Bangladesh,T20,completed
1153319,2018-12-22,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,West Indies,T20,completed
1153696,2019-02-06,New Zealand,India,Westpac Stadium,Wellington,India,field,New Zealand,T20,completed
1153697,2019-02-08,New Zealand,India,Eden Park,Auckland,New Zealand,bat,India,T20,completed
1153698,2019-02-10,New Zealand,India,Seddon Park,Hamilton,India,field,New Zealand,T20,completed
1153843,2019-01-11,New Zealand,Sri Lanka,Eden Park,Auckland,Sri Lanka,field,New Zealand,T20,completed
1157372,2018-10-24,Pakistan,Australia,Sheikh Zayed Stadium,Abu Dhabi,Australia,field,Pakistan,T20,completed
1157373,2018-10-26,Pakistan,Australia,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Pakistan,bat,Pakistan,T20,completed
1157374,2018-10-28,Pakistan,Australia,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Pakistan,bat,Pakistan,T20,completed
1157375,2018-10-31,Pakistan,New Zealand,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Pakistan,T20,completed
1157376,2018-11-02,New Zealand,Pakistan,Dubai International Cricket Stadium,Dubai International Cricket Stadium,New Zealand,bat,Pakistan,T20,completed
1157377,2018-11-04,Pakistan,New Zealand,Dubai International Cricket Stadium,Dubai International Cricket Stadium,Pakistan,bat,Pakistan,T20,completed
1157759,2018-11-04,West Indies,India,Eden Gardens,Kolkata,India,field,India,T20,completed
1157760,2018-11-06,India,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,West Indies,field,India,T20,completed
1157761,2018-11-11,West Indies,India,"MA Chidambaram Stadium, Chepauk",Chennai,West Indies,bat,India,T20,completed
1158071,2019-03-05,West Indies,England,"Darren Sammy National Cricket Stadium, St Lucia",Gros Islet,England,field,England,T20,completed
1158072,2019-03-08,West Indies,England,"Warner Park, St Kitts",Basseterre,West Indies,field,England,T20,completed
1158073,2019-03-10,West Indies,England,"Warner Park, St Kitts",Basseterre,West Indies,bat,England,T20,completed
1162727,2018-10-22,United Arab Emirates,Australia,Tolerance Oval,Abu Dhabi,United Arab Emirates,bat,Australia,T20,completed
1168247,2019-02-24,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Australia,field,Australia,T20,completed
1168248,2019-02-27,India,Australia,M.Chinnaswamy Stadium,Bengaluru,Australia,field,Australia,T20,completed
1168521,2019-07-12,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason",Bready,Ireland,field,Ireland,T20,completed
1168522,2019-07-14,Ireland,Zimbabwe,Bready,Derry,Zimbabwe,field,Zimbabwe,T20,completed
1170457,2019-01-31,United Arab Emirates,Nepal,ICC Academy,Dubai,Nepal,field,United Arab Emirates,T20,completed
1170458,2019-02-01,United Arab Emirates,Nepal,ICC Academy,Dubai,United Arab Emirates,bat,Nepal,T20,completed
1170459,2019-02-03,United Arab Emirates,Nepal,ICC Academy,Dubai,United Arab Emirates,field,Nepal,T20,completed
1172505,2019-02-13,Netherlands,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,Netherlands,T20,completed
1172506,2019-02-13,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Ireland,T20,completed
1172507,2019-02-15,Oman,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,field,Netherlands,T20,completed
1172508,2019-02-15,Ireland,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,Scotland,T20,completed
1172509,2019-02-17,Ireland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,Ireland,T20,completed
1172510,2019-02-17,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Scotland,field,Scotland,T20,completed
1176792,2019-03-22,Papua New Guinea,Philippines,Amini Park,Port Moresby,Philippines,field,Papua New Guinea,T20,completed
1176793,2019-03-22,Papua New Guinea,Vanuatu,Amini Park,Port Moresby,Vanuatu,bat,Papua New Guinea,T20,completed
1176794,2019-03-23,Philippines,Vanuatu,Amini Park,Port Moresby,Vanuatu,bat,Vanuatu,T20,completed
1176796,2019-03-24,Philippines,Vanuatu,Amini Park,Port Moresby,Vanuatu,field,Philippines,T20,completed
1176797,2019-03-24,Papua New Guinea,Vanuatu,Amini Park,Port Moresby,Vanuatu,bat,Papua New Guinea,T20,completed
1177485,2019-03-16,United Arab Emirates,United States of America,ICC Academy,Dubai,United Arab Emirates,bat,United Arab Emirates,T20,completed
1178996,2019-05-25,Germany,Italy,Sportpark Maarschalkerweerd,Utrecht,Italy,field,Italy,T20,completed
1183524,2019-10-27,Australia,Sri Lanka,Adelaide Oval,Adelaide,Sri Lanka,field,Australia,T20,completed
1183525,2019-10-30,Australia,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Sri Lanka,bat,Australia,T20,completed
1183526,2019-11-01,Australia,Sri Lanka,Melbourne Cricket Ground,Melbourne,Australia,field,Australia,T20,completed
1183528,2019-11-05,Australia,Pakistan,Manuka Oval,Canberra,Pakistan,bat,Australia,T20,completed
1183529,2019-11-08,Australia,Pakistan,Perth Stadium,Perth,Australia,field,Australia,T20,completed
1184258,2019-05-20,Ghana,Namibia,Kyambogo Cricket Oval,Kampala,Namibia,field,Namibia,T20,completed
1184260,2019-05-20,Uganda,Botswana,Lugogo Cricket Oval,Kampala,Botswana,field,Uganda,T20,completed
1184261,2019-05-21,Ghana,Kenya,Kyambogo Cricket Oval,Kampala,Ghana,field,Kenya,T20,completed
1184262,2019-05-21,Uganda,Namibia,Kyambogo Cricket Oval,Kampala,Namibia,bat,Namibia,T20,completed
1184263,2019-05-21,Botswana,Nigeria,Lugogo Cricket Oval,Kampala,Nigeria,bat,Nigeria,T20,completed
1184266,2019-05-23,Uganda,Ghana,Kyambogo Cricket Oval,Kampala,Ghana,bat,Uganda,T20,completed
1184900,2019-05-22,Ghana,Nigeria,Kyambogo Cricket Oval,Kampala,Ghana,field,Nigeria,T20,completed
1184901,2019-05-22,Botswana,Namibia,Kyambogo Cricket Oval,Kampala,Botswana,bat,Namibia,T20,completed
1184902,2019-05-22,Uganda,Kenya,Lugogo Cricket Oval,Kampala,Kenya,bat,Kenya,T20,completed
1185181,2019-06-15,Guernsey,Germany,King George V Sports Ground,Castel,Germany,field,Germany,T20,completed
1185182,2019-06-17,Denmark,Norway,King George V Sports Ground,Castel,Denmark,bat,Denmark,T20,completed
1185184,2019-06-16,Denmark,Jersey,King George V Sports Ground,Castel,Denmark,field,Jersey,T20,completed
1185185,2019-06-16,Guernsey,Italy,College Field,St Peter Port,Guernsey,field,Italy,T20,completed
1185186,2019-06-16,Jersey,Norway,King George V Sports Ground,Castel,Jersey,bat,Jersey,T20,completed
1185188,2019-06-20,Germany,Norway,College Field,St Peter Port,Germany,field,Germany,T20,completed
1185190,2019-06-20,Germany,Jersey,College Field,St Peter Port,Germany,field,Germany,T20,completed
1185191,2019-06-19,Guernsey,Norway,King George V Sports Ground,Castel,Guernsey,field,Guernsey,T20,completed
1185192,2019-06-19,Italy,Jersey,College Field,St Peter Port,Italy,field,Jersey,T20,completed
1185193,2019-06-19,Denmark,Germany,King George V Sports Ground,Castel,Germany,field,Germany,T20,completed
1185313,2020-02-12,South Africa,England,Buffalo Park,East London,England,field,South Africa,T20,completed
1185314,2020-02-14,South Africa,England,Kingsmead,Durban,South Africa,field,England,T20,completed
1185315,2020-02-16,South Africa,England,SuperSport Park,Centurion,South Africa,bat,England,T20,completed
1185316,2020-02-21,South Africa,Australia,The Wanderers Stadium,Johannesburg,South Africa,field,Australia,T20,completed
1185317,2020-02-23,South Africa,Australia,St George's Park,Port Elizabeth,South Africa,bat,South Africa,T20,completed
1185318,2020-02-26,South Africa,Australia,Newlands,Cape Town,South Africa,field,Australia,T20,completed
1186488,2019-06-24,Malaysia,Thailand,Kinrara Academy Oval,Kuala Lumpur,Malaysia,field,Malaysia,T20,completed
1186490,2019-06-26,Maldives,Thailand,Kinrara Academy Oval,Kuala Lumpur,Thailand,bat,Maldives,T20,completed
1186491,2019-06-27,Malaysia,Thailand,Kinrara Academy Oval,Kuala Lumpur,Thailand,bat,Malaysia,T20,completed
1186493,2019-06-29,Maldives,Thailand,Kinrara Academy Oval,Kuala Lumpur,Thailand,field,Thailand,T20,completed
1187005,2019-09-18,India,South Africa,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,field,India,T20,completed
1187006,2019-09-22,India,South Africa,M.Chinnaswamy Stadium,Bengaluru,India,bat,South Africa,T20,completed
1187013,2019-11-03,India,Bangladesh,Arun Jaitley Stadium,Delhi,Bangladesh,field,Bangladesh,T20,completed
1187014,2019-11-07,India,Bangladesh,Saurashtra Cricket Association Stadium,Rajkot,India,field,India,T20,completed
1187015,2019-11-10,India,Bangladesh,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Bangladesh,field,India,T20,completed
1187018,2019-12-06,India,West Indies,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,field,India,T20,completed
1187019,2019-12-08,India,West Indies,Greenfield International Stadium,Thiruvananthapuram,West Indies,field,West Indies,T20,completed
1187020,2019-12-11,India,West Indies,Wankhede Stadium,Mumbai,West Indies,field,India,T20,completed
1187665,2019-11-01,New Zealand,England,Hagley Oval,Christchurch,England,field,England,T20,completed
1187666,2019-11-03,New Zealand,England,Westpac Stadium,Wellington,England,field,New Zealand,T20,completed
1187667,2019-11-05,New Zealand,England,Saxton Oval,Nelson,New Zealand,bat,New Zealand,T20,completed
1187668,2019-11-08,New Zealand,England,McLean Park,Napier,New Zealand,field,England,T20,completed
1187677,2020-01-24,New Zealand,India,Eden Park,Auckland,India,field,India,T20,completed
1187678,2020-01-26,New Zealand,India,Eden Park,Auckland,New Zealand,bat,India,T20,completed
1187681,2020-02-02,New Zealand,India,Bay Oval,Mount Maunganui,India,bat,India,T20,completed
1188379,2019-06-23,Netherlands,Zimbabwe,Hazelaarweg,Rotterdam,Zimbabwe,field,Netherlands,T20,completed
1188621,2019-08-03,India,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,India,T20,completed
1188622,2019-08-04,India,West Indies,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,bat,India,T20,completed
1188623,2019-08-06,West Indies,India,"Providence Stadium, Guyana",Providence,India,field,India,T20,completed
1189743,2019-06-20,Guernsey,Denmark,King George V Sports Ground,Castel,Denmark,field,Guernsey,T20,completed
1189744,2019-06-20,Denmark,Italy,King George V Sports Ground,Castel,Denmark,bat,Denmark,T20,completed
1190767,2019-07-22,Singapore,Qatar,Indian Association Ground,Singapore,Singapore,bat,Singapore,T20,completed
1190768,2019-07-22,Kuwait,Malaysia,Indian Association Ground,Singapore,Malaysia,bat,Malaysia,T20,completed
1190769,2019-07-23,Nepal,Qatar,Indian Association Ground,Singapore,Nepal,bat,Qatar,T20,completed
1190771,2019-07-24,Malaysia,Nepal,Indian Association Ground,Singapore,Nepal,field,Nepal,T20,completed
1190772,2019-07-26,Kuwait,Qatar,Indian Association Ground,Singapore,Qatar,field,Kuwait,T20,completed
1190773,2019-07-26,Singapore,Malaysia,Indian Association Ground,Singapore,Malaysia,bat,Singapore,T20,completed
1190774,2019-07-27,Kuwait,Nepal,Indian Association Ground,Singapore,Nepal,field,Nepal,T20,completed
1190775,2019-07-27,Malaysia,Qatar,Indian Association Ground,Singapore,Malaysia,bat,Qatar,T20,completed
1190776,2019-07-28,Singapore,Nepal,Indian Association Ground,Singapore,Singapore,bat,Singapore,T20,completed
1191006,2019-08-05,Netherlands,United Arab Emirates,VRA Ground,Amstelveen,United Arab Emirates,field,United Arab Emirates,T20,completed
1191008,2019-08-08,Netherlands,United Arab Emirates,Sportpark Westvliet,The Hague,Netherlands,bat,United Arab Emirates,T20,completed
1192223,2019-07-13,Malaysia,Nepal,Kinrara Academy Oval,Kuala Lumpur,Malaysia,bat,Nepal,T20,completed
1192224,2019-07-14,Malaysia,Nepal,Kinrara Academy Oval,Kuala Lumpur,Nepal,bat,Nepal,T20,completed
1192875,2019-09-01,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Kandy,Sri Lanka,bat,New Zealand,T20,completed
1192876,2019-09-03,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Kandy,Sri Lanka,bat,New Zealand,T20,completed
1192877,2019-09-06,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Kandy,Sri Lanka,bat,Sri Lanka,T20,completed
1197140,2019-09-13,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,field,Bangladesh,T20,completed
1197143,2019-09-18,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Chattogram,Zimbabwe,field,Bangladesh,T20,completed
1197396,2019-08-18,Bermuda,United States of America,"White Hill Field, Sandys Parish",Hamilton,Bermuda,bat,Bermuda,T20,completed
1197397,2019-08-18,Canada,Cayman Islands,"White Hill Field, Sandys Parish",Hamilton,Canada,bat,Canada,T20,completed
